hydro_SE1,hydro_SE2,hydro_NO125,hydro_NO3,hydro_NO4
0.8210621864166667,0.8137848658630953,0.8210621864166667,0.8210621864166667,0.8210621864166667
0.8208872458333334,0.8135023465833333,0.8208872458333334,0.8208872458333334,0.8208872458333334
0.82071230525,0.8132198273035715,0.82071230525,0.82071230525,0.82071230525
0.8205373646666667,0.8129373080238095,0.8205373646666667,0.8205373646666667,0.8205373646666667
0.8203624240833334,0.8126547887440476,0.8203624240833334,0.8203624240833334,0.8203624240833334
0.8201874835,0.8123722694642858,0.8201874835,0.8201874835,0.8201874835
0.8200125429166667,0.8120897501845238,0.8200125429166667,0.8200125429166667,0.8200125429166667
0.8198376023333334,0.8118072309047619,0.8198376023333334,0.8198376023333334,0.8198376023333334
0.81966266175,0.811524711625,0.81966266175,0.81966266175,0.81966266175
0.8194877211666667,0.8112421923452381,0.8194877211666667,0.8194877211666667,0.8194877211666667
0.8193127805833333,0.8109596730654762,0.8193127805833333,0.8193127805833333,0.8193127805833333
0.81913784,0.8106771537857143,0.81913784,0.81913784,0.81913784
0.8189628994166667,0.8103946345059524,0.8189628994166667,0.8189628994166667,0.8189628994166667
0.8187879588333333,0.8101121152261904,0.8187879588333333,0.8187879588333333,0.8187879588333333
0.81861301825,0.8098295959464286,0.81861301825,0.81861301825,0.81861301825
0.8184380776666667,0.8095470766666667,0.8184380776666667,0.8184380776666667,0.8184380776666667
0.8182631370833333,0.8092645573869047,0.8182631370833333,0.8182631370833333,0.8182631370833333
0.8180881965,0.8089820381071429,0.8180881965,0.8180881965,0.8180881965
0.8179132559166666,0.8086995188273809,0.8179132559166666,0.8179132559166666,0.8179132559166666
0.8177383153333334,0.808416999547619,0.8177383153333334,0.8177383153333334,0.8177383153333334
0.8175633747500001,0.8081344802678572,0.8175633747500001,0.8175633747500001,0.8175633747500001
0.8173884341666667,0.8078519609880952,0.8173884341666667,0.8173884341666667,0.8173884341666667
0.8172134935833334,0.8075694417083333,0.8172134935833334,0.8172134935833334,0.8172134935833334
0.8170385530000001,0.8072869224285715,0.8170385530000001,0.8170385530000001,0.8170385530000001
0.8168636124166667,0.8070044031488095,0.8168636124166667,0.8168636124166667,0.8168636124166667
0.8166886718333334,0.8067218838690476,0.8166886718333334,0.8166886718333334,0.8166886718333334
0.81651373125,0.8064393645892857,0.81651373125,0.81651373125,0.81651373125
0.8163387906666667,0.8061568453095238,0.8163387906666667,0.8163387906666667,0.8163387906666667
0.8161638500833334,0.805874326029762,0.8161638500833334,0.8161638500833334,0.8161638500833334
0.8159889095,0.80559180675,0.8159889095,0.8159889095,0.8159889095
0.8158139689166667,0.8053092874702381,0.8158139689166667,0.8158139689166667,0.8158139689166667
0.8156390283333333,0.8050267681904761,0.8156390283333333,0.8156390283333333,0.8156390283333333
0.81546408775,0.8047442489107143,0.81546408775,0.81546408775,0.81546408775
0.8152891471666667,0.8044617296309524,0.8152891471666667,0.8152891471666667,0.8152891471666667
0.8151142065833333,0.8041792103511904,0.8151142065833333,0.8151142065833333,0.8151142065833333
0.814939266,0.8038966910714286,0.814939266,0.814939266,0.814939266
0.8147643254166667,0.8036141717916667,0.8147643254166667,0.8147643254166667,0.8147643254166667
0.8145893848333333,0.8033316525119047,0.8145893848333333,0.8145893848333333,0.8145893848333333
0.81441444425,0.8030491332321429,0.81441444425,0.81441444425,0.81441444425
0.8142395036666666,0.8027666139523809,0.8142395036666666,0.8142395036666666,0.8142395036666666
0.8140645630833334,0.802484094672619,0.8140645630833334,0.8140645630833334,0.8140645630833334
0.8138896225000001,0.8022015753928572,0.8138896225000001,0.8138896225000001,0.8138896225000001
0.8137146819166667,0.8019190561130952,0.8137146819166667,0.8137146819166667,0.8137146819166667
0.8135397413333334,0.8016365368333334,0.8135397413333334,0.8135397413333334,0.8135397413333334
0.8133648007500001,0.8013540175535714,0.8133648007500001,0.8133648007500001,0.8133648007500001
0.8131898601666667,0.8010714982738095,0.8131898601666667,0.8131898601666667,0.8131898601666667
0.8130149195833334,0.8007889789940477,0.8130149195833334,0.8130149195833334,0.8130149195833334
0.812839979,0.8005064597142857,0.812839979,0.812839979,0.812839979
0.8126650384166667,0.8002239404345238,0.8126650384166667,0.8126650384166667,0.8126650384166667
0.8124900978333334,0.799941421154762,0.8124900978333334,0.8124900978333334,0.8124900978333334
0.81231515725,0.799658901875,0.81231515725,0.81231515725,0.81231515725
0.8121402166666667,0.7993763825952381,0.8121402166666667,0.8121402166666667,0.8121402166666667
0.8119652760833334,0.7990938633154762,0.8119652760833334,0.8119652760833334,0.8119652760833334
0.8117903355,0.7988113440357143,0.8117903355,0.8117903355,0.8117903355
0.8116153949166667,0.7985288247559524,0.8116153949166667,0.8116153949166667,0.8116153949166667
0.8114404543333333,0.7982463054761905,0.8114404543333333,0.8114404543333333,0.8114404543333333
0.81126551375,0.7979637861964286,0.81126551375,0.81126551375,0.81126551375
0.8110905731666667,0.7976812669166666,0.8110905731666667,0.8110905731666667,0.8110905731666667
0.8109156325833333,0.7973987476369048,0.8109156325833333,0.8109156325833333,0.8109156325833333
0.810740692,0.7971162283571429,0.810740692,0.810740692,0.810740692
0.8105657514166666,0.7968337090773809,0.8105657514166666,0.8105657514166666,0.8105657514166666
0.8103908108333334,0.7965511897976191,0.8103908108333334,0.8103908108333334,0.8103908108333334
0.8102158702500001,0.7962686705178572,0.8102158702500001,0.8102158702500001,0.8102158702500001
0.8100409296666667,0.7959861512380952,0.8100409296666667,0.8100409296666667,0.8100409296666667
0.8098659890833334,0.7957036319583334,0.8098659890833334,0.8098659890833334,0.8098659890833334
0.8096910485000001,0.7954211126785714,0.8096910485000001,0.8096910485000001,0.8096910485000001
0.8095161079166667,0.7951385933988095,0.8095161079166667,0.8095161079166667,0.8095161079166667
0.8093411673333334,0.7948560741190477,0.8093411673333334,0.8093411673333334,0.8093411673333334
0.80916622675,0.7945735548392857,0.80916622675,0.80916622675,0.80916622675
0.8089912861666667,0.7942910355595239,0.8089912861666667,0.8089912861666667,0.8089912861666667
0.8088163455833334,0.7940085162797619,0.8088163455833334,0.8088163455833334,0.8088163455833334
0.808641405,0.793725997,0.808641405,0.808641405,0.808641405
0.8084289182023809,0.7933903222321429,0.8084289182023809,0.8084289182023809,0.8084289182023809
0.808216431404762,0.7930546474642858,0.808216431404762,0.808216431404762,0.808216431404762
0.8080039446071429,0.7927189726964285,0.8080039446071429,0.8080039446071429,0.8080039446071429
0.8077914578095239,0.7923832979285714,0.8077914578095239,0.8077914578095239,0.8077914578095239
0.8075789710119048,0.7920476231607143,0.8075789710119048,0.8075789710119048,0.8075789710119048
0.8073664842142857,0.7917119483928572,0.8073664842142857,0.8073664842142857,0.8073664842142857
0.8071539974166667,0.7913762736250001,0.8071539974166667,0.8071539974166667,0.8071539974166667
0.8069415106190476,0.7910405988571428,0.8069415106190476,0.8069415106190476,0.8069415106190476
0.8067290238214286,0.7907049240892857,0.8067290238214286,0.8067290238214286,0.8067290238214286
0.8065165370238095,0.7903692493214286,0.8065165370238095,0.8065165370238095,0.8065165370238095
0.8063040502261906,0.7900335745535715,0.8063040502261906,0.8063040502261906,0.8063040502261906
0.8060915634285715,0.7896978997857143,0.8060915634285715,0.8060915634285715,0.8060915634285715
0.8058790766309524,0.7893622250178571,0.8058790766309524,0.8058790766309524,0.8058790766309524
0.8056665898333334,0.78902655025,0.8056665898333334,0.8056665898333334,0.8056665898333334
0.8054541030357143,0.7886908754821429,0.8054541030357143,0.8054541030357143,0.8054541030357143
0.8052416162380953,0.7883552007142858,0.8052416162380953,0.8052416162380953,0.8052416162380953
0.8050291294404762,0.7880195259464285,0.8050291294404762,0.8050291294404762,0.8050291294404762
0.8048166426428571,0.7876838511785714,0.8048166426428571,0.8048166426428571,0.8048166426428571
0.8046041558452381,0.7873481764107143,0.8046041558452381,0.8046041558452381,0.8046041558452381
0.804391669047619,0.7870125016428572,0.804391669047619,0.804391669047619,0.804391669047619
0.8041791822500001,0.786676826875,0.8041791822500001,0.8041791822500001,0.8041791822500001
0.803966695452381,0.7863411521071428,0.803966695452381,0.803966695452381,0.803966695452381
0.8037542086547619,0.7860054773392857,0.8037542086547619,0.8037542086547619,0.8037542086547619
0.8035417218571429,0.7856698025714286,0.8035417218571429,0.8035417218571429,0.8035417218571429
0.8033292350595238,0.7853341278035715,0.8033292350595238,0.8033292350595238,0.8033292350595238
0.8031167482619048,0.7849984530357142,0.8031167482619048,0.8031167482619048,0.8031167482619048
